Gene	1.D3_Contro	2.D3_Treate	3.D6_Contro	4.D6_Treate	5.D10_Contr	6.D10_Treat
Polr2a	25501	24512	19613	14777	12221	12337
Polr2c	497	401	374	351	349	301
Polr2b	9227	8630	8041	7110	7652	8067
Polr2m	15019	14983	12765	11876	11792	12842
Polr2l	204	243	182	181	208	233
Polr2i	851	775	717	692	859	877
Polr2h	1290	1148	1078	1147	1155	1285
Polr2k	77	90	54	71	91	94
Polr2j	1628	1695	1543	1523	1941	2295
Hibch	1610	1562	1538	1936	1812	1614
1700092E19Rik	0	0	0	0	0	0
Afm	0	0	0	0	0	0
Adgre5	417	415	485	457	360	288
Adgre4	6	6	4	4	6	4
Adgre1	0	0	0	0	0	0
Perp	0	0	2	0	0	0
Abra	4	10	6	37	10	14
Afp	8	10	2	27	2	17
Fbxo45	2405	2413	2069	1668	1867	2025
Fbxo44	7	11	7	15	28	12
Fbxo47	44	43	33	31	49	90
Fbxo46	831	805	692	649	589	602
Fbxo41	6	29	20	32	27	27
Fbxo40	73	66	95	191	65	177
Gm3434	0	0	0	0	0	0
Gm3435	21	14	18	13	27	19
Fbxo48	502	467	224	152	396	577
Svopl	10	20	4	7	6	8
Tbx2	498	1414	778	2351	858	2411
Per2	1577	1376	1014	615	607	381
Per1	3549	3414	2876	2017	1785	1390
Tbx1	0	0	0	0	0	0
Cnbd2	139	136	170	241	230	203
Tbx4	0	39	10	20	5	16
Tbx5	0	2	0	16	0	4
Gm12992	103	83	36	46	29	68
Dbi	6924	6372	5025	3592	4554	4176
Dbh	2	24	12	23	3	0
Gm3383	0	0	0	0	0	0
Dbp	93	94	61	58	94	99
Ceacam-ps1	0	0	0	0	0	0
Dbt	3386	3038	2522	1979	2245	1905
Olfr679	0	0	0	0	0	0
Olfr678	0	0	0	0	0	0
Olfr672	0	0	0	0	0	0
Olfr671	0	0	0	0	0	0
Olfr670	0	0	0	0	0	0
Olfr677	0	0	0	0	0	0
Olfr676	0	0	0	0	0	0
Olfr675	0	0	0	0	0	0
Gm10731	2	0	0	0	0	0
Gm10732	0	0	0	0	0	0
Lonp2	5834	5333	5340	4837	5149	4766
Lonp1	7484	7441	8211	11850	8391	8532
1500011K16Rik	810	798	752	1062	1226	916
Arsg	1412	1367	1492	1518	1209	1277
Arsa	4090	3643	3774	3671	4411	4255
Arsb	7136	6894	5783	3807	4638	4419
Arsi	5	1	16	6	9	6
Gm14295	24	22	15	25	15	19
Arsk	1453	1154	1370	1025	1772	1475
Ccdc14	1539	1549	1121	799	1006	1359
Lrrd1	19	26	6	13	15	4
Bud31	3373	3428	3330	4216	3681	4086
Npsr1	0	3	2	0	0	0
Bcl2l15	7	22	5	2	4	5
Stk19	694	726	605	679	733	798
Stk10	874	753	675	1090	692	1002
Stk11	6716	6023	5551	5287	4564	4665
Stk16	4518	4411	4304	4599	4642	5117
Rasal1	0	0	0	0	2	0
Rasal3	0	0	0	0	0	2
Rasal2	5242	6452	5771	5128	4882	4743
Rpl36a	111	91	90	62	91	92
Ccdc18	614	634	386	263	457	523
Dmtn	20	42	46	56	26	45
Marcksl1-ps4	0	0	0	0	0	0
Hyal3	20	18	16	32	29	23
Hyal2	1245	1157	1109	1105	1152	1085
Hyal1	312	246	514	412	411	236
Hyal6	0	0	0	0	0	0
Hyal5	0	0	0	0	0	0
Hyal4	0	0	0	0	0	0
E330017L17Rik	4	2	0	1	2	1
Gm6260	0	0	0	0	0	0
Gm19522	17	33	13	6	30	22
Gm14124	369	372	301	233	276	209
Ucn	0	0	0	0	0	0
Snrnp70	17346	16902	14950	13730	13712	15260
Gm12603	161	134	191	112	184	93
Rhox5	28	50	17	19	10	0
Rhox6	0	0	0	0	0	0
Rhox8	0	0	0	0	0	0
Rhox9	0	0	0	0	0	0
Epb4.1l4b	1062	1372	1101	1106	1020	663
Rab5a	4360	4329	4757	5820	3902	4691
Rab5c	11034	10525	10615	9729	10530	10482
Rab5b	2250	2136	2311	2017	2507	2150
G6pdx	7763	6199	5476	4264	5396	3933
Vstm2a	0	0	0	0	0	0
Nvl	6852	6281	5709	5013	5181	4933
Camp	2	8	10	6	1	2
Gnptg	1161	1326	1349	2016	1894	2267
Pcdh20	0	0	0	4	0	0
Tmigd3	0	0	2	0	0	0
Tmigd1	0	0	0	0	0	0
Tprn	1543	1084	1068	787	1107	876
Gm884	0	0	0	0	0	0
Fam227b	9	11	9	3	8	9
Wnt16	4	5	2	3	3	0
G6pd2	1067	827	772	587	702	512
Fam227a	135	101	132	112	164	79
4932441J04Rik	0	0	0	0	0	0
9130015A21Rik	7	14	5	9	3	0
Kcnj3	0	0	0	0	0	0
Kcnj2	32	200	79	112	79	84
Kcnj1	0	0	0	0	0	0
Piwil4	11	10	10	16	17	14
C1ql4	1	2	0	0	0	1
Piwil2	28	33	28	106	68	180
Piwil1	2	0	0	0	0	0
Kcnj4	2	6	0	0	2	0
Kcnj9	6	19	2	7	0	2
Nbr1	14072	13952	15105	15248	13003	12428
Zdhhc19	0	1	0	0	0	0
Zdhhc18	2097	1592	1889	1753	1519	1348
Crem	349	470	441	607	405	342
Kat6b	5188	4743	4826	3436	3496	2337
Kat6a	11992	11810	10153	8062	6767	6617
Bnipl	16	34	10	13	3	12
Ppp2r1a	16891	16213	14301	13420	13912	14064
Ppp2r1b	5358	4754	4324	3148	3670	3309
Zfx	4824	5248	4633	4519	3451	3582
Zfr	13309	13069	12989	12827	10513	10906
Nccrp1	0	0	0	2	0	0
Cep89	2100	1969	1433	1053	910	922
Cep83	5318	5161	4261	4754	4741	5002
Cep85	2132	2146	1504	1385	1248	1416
Ube2e1	1049	1107	1083	1189	1073	1323
Ube2e3	4348	4430	3647	3510	3666	3798
Ube2e2	2322	2436	2656	2940	2801	2861
Tnks1bp1	24175	20071	21343	14939	13120	11544
Sprr2a1	0	0	0	0	0	0
Eya4	11476	10231	9125	6816	10128	7778
Sprr2a3	0	0	0	0	0	0
Sprr2a2	0	0	0	0	0	0
Eya1	9570	10194	9465	6994	7818	5658
Bnip1	1939	1848	1719	1760	1860	1746
Eya3	4513	4495	3952	4098	3166	3427
Bnip3	242	247	470	454	1473	1406
4930503E14Rik	0	4	2	0	0	0
Scaf11	15136	14724	12576	11507	9607	10765
Gm19897	47	47	24	46	22	13
Pgm5	1505	1961	3505	2347	3975	2592
Hibadh	6542	6643	7068	6693	8103	6797
Gm20556	0	0	0	0	0	0
Gm20554	395	316	497	396	475	273
A630077J23Rik	0	0	0	0	0	1
1700021N21Rik	0	0	0	0	0	0
Capn15	2218	2113	1731	1744	1393	1740
Capn13	0	0	0	0	0	0
Capn12	48	26	14	11	1	11
Capn11	7	5	3	13	16	9
Capn10	2274	2243	1789	1554	1218	1096
Postn	371165	271347	284332	96785	166880	64502
Fut4-ps1	2	2	0	0	0	0
Brinp3	0	2	0	4	0	4
Brinp2	0	0	1	0	2	0
Brinp1	0	0	0	0	0	0
Kif21b	3	5	3	61	9	58
Tlk1	7894	8966	7413	7790	5445	6215
Vsnl1	0	0	0	3	6	4
Tlk2	4859	4649	4562	4769	3311	3439
1810013A23Rik	9	5	3	2	2	1
Mre11a	3193	3153	2242	2107	2345	2708
4933404K13Rik	0	0	0	0	0	0
Npas4	404	480	283	300	138	327
Npas3	570	604	501	399	422	237
Npas2	16	13	38	81	53	49
Npas1	39	20	31	44	34	59
Cab39l	2851	2847	2854	2579	3411	3157
Vwa5b2	27	28	35	21	10	12
Vwa5b1	0	0	0	0	0	0
1700080E11Rik	0	0	0	0	0	0
Munc	0	0	0	0	0	0
Vrk1	2596	2379	1646	1321	1794	2540
Vrk3	984	955	821	729	631	488
Vrk2	890	842	848	722	1035	953
1700012C14Rik	2	4	2	2	3	0
Tmem63a	7356	5275	5782	3538	4306	3474
Tmem63c	7	1	0	0	2	1
Tmem63b	5574	5267	4555	4331	2864	3143
Mpped1	0	0	0	0	0	2
Mpped2	0	4	0	0	0	0
Aida	3521	2940	2847	2161	2865	2986
Gm2176	0	0	0	0	0	0
Chrng	1	0	3	0	0	0
Chrnd	2	0	0	0	0	0
Chrne	9	10	0	2	0	0
Gm29811	334	314	292	200	237	129
Vmn1r152	0	0	0	0	0	0
Gm8884	3	0	1	1	4	0
Gm8882	0	0	0	0	0	0
Gm8883	101	91	131	158	144	241
Dmap1	1636	1517	1482	1310	1320	1229
Bcl6b	0	3	4	2	0	0
Tbrg1	17936	22483	19495	28552	16227	18716
Tbrg3	234	409	146	88	78	108
Agr2	0	0	0	2	0	0
Agr3	0	0	0	0	0	0
Vmn1r158	0	0	0	0	0	0
Spn-ps	0	0	0	0	0	0
G630071F17Rik	12	22	9	11	7	11
Tnks2	27772	29207	26697	30254	18458	21182
Zfp804b	0	0	0	0	0	0
Zfp804a	0	0	0	0	0	0
Agrp	29	18	27	20	38	23
Olfr91	4	4	6	4	3	2
Agrn	5715	5400	4620	5196	4780	6580
Gfm1	4017	4104	3508	3380	3451	4179
Gfm2	1213	1167	1161	1167	1193	1122
Gm2825	0	0	0	0	0	0
Tmem198	275	244	222	232	190	267
Dspp	0	2	0	0	3	0
Mars	9184	9825	8989	12120	6344	6912
Ear4	0	0	0	0	0	0
Ear6	0	0	0	0	0	0
Ear7	0	0	0	0	0	0
Ear1	0	0	0	0	0	0
Ear2	0	0	0	0	0	0
Ear3	0	0	0	0	0	0
Fam213a	0	0	2	0	0	0
Ric8b	3082	2986	2701	2266	2205	2170
Fam213b	63	30	34	48	45	33
Lrr1	585	533	250	148	363	625
Mir692-1	0	0	1	0	0	0
Mir692-2	0	0	0	0	0	0
Mir692-3	0	0	0	0	0	0
Pabpc1	33435	34711	39459	41557	28486	27108
Pabpc2	0	1	0	1	0	0
Pabpc4	1113	1321	1154	1975	724	1221
Pabpc5	0	4	0	4	4	4
Pabpc6	0	0	0	0	1	0
Dtd1	1376	1573	1529	1722	2126	1984
Dtd2	900	923	936	874	1232	1061
Stk3	6844	6211	6874	4732	6362	5519
Stk4	6017	5228	5615	4234	4847	4117
Stt3b	15365	15634	12495	12288	8761	11023
Mir465d	0	0	0	0	0	0
5930403L14Rik	0	13	4	18	13	13
Gm436	0	0	0	0	0	0
Gm438	0	0	0	0	0	0
Serpinb9	2236	1666	1670	1741	2466	2215
Serpinb8	211	314	237	619	123	545
Rae1	3359	3382	3098	3148	2679	2477
Serpinb2	0	0	0	0	0	0
Serpinb5	0	9	15	22	10	11
Serpinb7	0	2	0	0	0	2
Eng	175	149	219	175	279	252
Actrt1	0	0	0	0	0	0
Actrt2	0	0	0	0	0	0
Actrt3	0	2	0	0	2	0
Nptx2	0	0	0	0	0	0
Nptx1	0	4	4	0	1	2
1700022A21Rik	0	0	0	0	0	0
Kcnd3os	0	0	0	0	0	0
Pou1f1	1	2	0	0	0	0
Bag3	7261	6475	7518	6171	5638	4988
Bag1	13098	12070	13917	12117	13229	12612
Bag6	20719	19839	18473	16054	14666	14296
Bag4	2699	2479	2322	1725	2017	2102
Bag5	3697	3743	3659	3959	3240	3283
Gsap	246	255	183	107	170	110
Rasl2-9	5	5	4	3	1	5
Vmn1r18	0	0	0	0	0	0
Lztr1	10117	9203	10689	10561	10808	8798
Ccnl1	4946	4659	4412	4148	3460	3484
Ccnl2	5470	4481	4631	5468	5178	5077
Nusap1	5766	5650	3256	1625	2030	3899
Nptxr	418	457	382	330	232	251
Rps26	7184	7573	8736	10215	10299	8850
Rps27	132	138	100	140	96	125
Elane	0	1	0	0	2	0
Rps25	164	147	118	125	134	136
Rps23	117	116	89	103	121	89
Rps20	12439	12892	13796	17893	20720	19898
Pvt1	2379	2717	2746	3349	1974	1824
Rps28	77	79	62	68	70	47
Rps29	55	56	52	47	53	42
Esd	1886	1877	1919	2111	2301	2096
Mir6409	0	0	0	0	0	0
Mir6408	0	0	0	0	0	0
Mir6401	0	0	0	0	0	0
Mir6400	4	10	0	1	3	0
Mir6403	8	5	5	5	1	0
Mir6402	0	0	0	0	0	0
Mir6405	0	0	0	0	0	0
Mir6404	0	0	0	0	0	0
Mir6407	2	1	1	0	2	1
Mir6406	5	3	0	0	4	3
Fmnl2	15027	16334	18795	13064	12787	8563
Fmnl3	10926	12312	11219	13655	7690	12296
Fmnl1	9	12	2	19	2	4
Olfr1510	0	0	0	0	0	0
Olfr1511	0	0	0	0	0	0
Olfr1512	0	0	0	0	0	0
Oxtr	21	17	4	19	4	2
Rnmt	2682	3019	2795	3860	2314	2445
Lsm14b	4644	4476	4230	3978	3395	3199
Lsm14a	9676	8703	8163	8518	7504	7976
Fancg	1289	1071	793	663	1112	1341
Fancf	1495	1515	1179	1061	1201	971
Fance	1953	1614	1770	1598	1781	1719
Grm8	0	0	0	0	0	0
Fancb	1455	1589	891	513	1029	1637
Fanca	2544	2272	1263	597	1347	2288
Grm4	0	0	0	0	0	0
Grm5	0	0	0	0	0	0
Fancm	2388	2310	1542	1215	1402	1998
Grm7	0	0	0	0	0	0
Grm1	35	48	81	76	117	73
Grm2	0	0	2	2	0	0
Grm3	0	0	0	0	0	0
Fam149b	1991	1904	1881	1550	2117	1824
H2-M9	0	0	0	0	0	0
Fam149a	4891	5033	3771	2949	3423	2755
H2-M1	0	0	0	0	0	0
H2-M3	1805	1462	1664	1268	1774	1308
H2-M2	0	0	2	2	0	0
H2-M5	14	17	15	13	14	8
Gm14725	0	0	0	0	0	0
Cdpf1	432	521	585	836	770	745
Ptprn2	0	0	0	0	0	0
Gm15093	0	0	0	0	0	0
Gm15091	0	0	0	0	0	0
Arap3	4	17	3	25	5	12
Gm15097	0	0	0	0	0	0
A630076J17Rik	0	0	0	0	0	0
4933406D12Rik	0	0	0	0	0	0
Inca1	72	102	98	126	205	161
Osgepl1	878	845	886	1042	1104	1233
Fndc3a	4657	5370	4084	6658	3703	5986
Fndc3b	22187	23189	24166	26761	17461	18843
Dapl1	0	0	0	0	0	0
Ell3	32	29	20	39	24	24
Ell2	863	1021	753	1854	671	2501
Wbscr17	0	0	0	0	0	2
Wbscr16	1726	1831	1544	1739	1283	1517
Npff	111	105	114	66	58	65
Mvp	8133	7102	7736	6800	7279	5900
Ccdc89	11	27	8	13	26	29
Stkld1	40	34	32	41	47	44
Ccdc83	2	0	0	4	6	0
Ccdc82	2490	2251	1433	1058	1855	1861
Ccdc81	3	7	4	0	2	0
Ccdc80	18541	18225	21916	31040	21899	30453
Ccdc87	4	7	4	6	12	0
Ccdc86	2413	2786	2195	2456	1845	2361
Ccdc84	394	360	398	320	351	365
Mvd	6302	5267	3905	2698	1375	1553
Psmc1	4700	4579	3734	4254	3650	4003
Psmc2	12517	12395	10683	11538	9419	10543
Psmc3	16140	15291	13857	12200	14566	13916
Psmc4	6931	6783	5992	6404	5804	7098
Psmc5	10685	10458	9364	9526	8883	9497
Psmc6	7446	7529	6960	7875	8242	7531
Zfp788	1303	1245	1436	1168	1351	1066
Zfp781	21	16	19	7	21	18
Zfp783	33	36	20	14	17	17
Zfp784	394	431	368	410	351	346
Hsp90b1	85895	84459	79622	76697	46930	52375
Zfp786	80	36	52	66	42	34
Agtpbp1	4738	4578	4041	3013	2516	2478
Canx	58327	60732	54987	56118	27399	35149
Ttc9b	8	7	2	4	0	8
Casp7	3735	3869	2943	2459	2695	3004
Atp5a1	54923	54594	52718	51361	51741	51882
Crnde	1399	1251	1085	837	1146	1090
Casp4	167	242	130	173	180	97
Zfp433	35	24	32	21	18	22
6030468B19Rik	0	2	0	2	0	2
Cript	2979	2745	2598	2442	2852	2833
Gm13023	0	0	0	0	0	0
Zfp438	414	434	393	378	433	372
Sel1l	11819	11598	10231	11029	7483	8204
Chrnb1	55	87	87	94	142	104
Chrnb3	0	0	0	0	0	0
Chrnb2	26	39	31	42	46	43
Chrnb4	2	1	1	0	2	4
1700052K11Rik	467	462	419	350	491	457
Iba57	427	449	490	443	394	361
Ago4	1081	1121	902	863	759	679
Lars2	70274	73301	85975	85705	81942	95189
Ago1	6975	5958	6259	4093	4635	3913
Ago3	3480	3388	2648	2433	2090	1805
Ago2	8320	7947	6237	5135	5005	5277
Hspb6	1261	1117	796	875	731	783
Crispld1	0	0	0	1	0	0
Hspb7	110	301	333	1697	403	1153
Fxyd4	34	27	40	45	26	21
Casp8	2756	2520	1814	1492	2387	2524
9130401M01Rik	2150	2067	2129	2318	2142	2242
Hspb2	87	140	223	415	570	694
Casp9	2708	2184	2308	1629	1922	1661
Crip1	3022	2921	2633	1784	3518	3709
Crip3	5	3	6	4	7	12
Fxyd3	0	0	0	1	2	0
Sirt5	398	395	409	536	622	558
Gm4759	0	0	0	0	0	0
Mir681	0	0	0	0	0	0
Mir682	5	12	5	6	14	12
Mir686	0	0	0	0	0	0
Mir687	1	2	2	1	1	0
Mir688	0	1	2	1	3	0
1700034K08Rik	0	0	0	0	0	0
2610005L07Rik	13	13	13	11	6	3
4930586N03Rik	0	0	0	0	0	0
Lsmem1	0	0	0	0	0	0
Hspb9	7	22	11	9	7	9
Gm21950	0	0	0	0	0	0
Gm21951	0	0	0	0	0	0
Mcph1	2228	2389	1721	1140	1409	1450
2300003K06Rik	1	0	2	0	0	0
Mir350	2	1	7	2	0	0
Mir351	0	0	0	0	0	0
1110017D15Rik	33	33	40	49	49	12
Iqub	4	9	0	3	8	3
2610016A17Rik	0	0	0	0	0	0
B4galnt4	2	25	6	7	2	2
Apbb1ip	1798	1474	1143	653	820	473
B4galnt1	2073	2001	2474	2836	2474	1973
B4galnt2	39	36	28	220	56	134
B4galnt3	0	16	8	166	27	427
Alyref	5521	5346	4111	3351	3358	4371
Gypa	2	1	0	0	0	0
Gypc	2670	2547	2496	1895	2475	1715
Gm9047	3	0	3	3	0	1
Gm5938	0	0	0	0	0	0
Hrk	2	4	0	1	3	4
Gm5935	0	0	0	0	0	0
Gm5934	0	0	0	0	0	0
Hrg	0	0	0	0	0	0
Gm5936	0	0	0	0	0	0
Hrc	168	501	343	1276	111	312
Rgl1	1554	2100	1584	1649	2169	1998
Rgl3	870	682	846	740	611	544
Rgl2	3303	3021	2454	2398	3028	2625
Smarca1	501	1029	711	1757	939	1432
Smarca2	26017	21454	25799	14667	23158	13760
Smarca4	14409	13125	10590	9338	7594	8940
Smarca5	2762	2800	2544	2409	2160	2348
4921531C22Rik	225	237	237	178	311	197
1600014C23Rik	0	0	2	0	0	0
Pdpr	1877	2048	1909	1790	1359	1277
Cpsf7	9430	8713	7366	7017	5761	5955
Cpsf6	9998	10458	8662	8135	8598	8839
Stt3a	27822	29344	25123	30922	15599	21491
Cpsf4	1925	1670	1302	1109	1221	1415
Cpsf3	5112	4919	4922	4338	4288	3779
Cpsf2	6268	6029	5014	4738	4502	5672
Cpsf1	6207	5854	5069	4631	4496	4626
5031439G07Rik	7488	6647	7153	5939	5763	6003
Aspg	0	0	0	0	0	14
Aspa	20	18	15	43	80	61
1700071M16Rik	0	0	0	0	4	0
Aspm	11081	11266	6492	2687	2110	4346
Aspn	98898	93156	111973	57546	165772	84616
Asph	32694	28411	25877	15495	15797	11696
Rrn3	8707	9064	7828	7877	5818	6670
1700028M03Rik	5	5	0	0	1	0
4930402F06Rik	0	2	0	0	0	0
Gm10872	0	0	0	0	2	1
Syne1	16894	13219	17693	15052	13688	8226
Syne2	6667	8400	4275	5833	3623	4780
Syne3	4476	4683	4646	3960	3157	3431
Syne4	21	18	8	14	12	22
Gm11562	5	6	1	4	0	1
Gm11563	0	1	0	3	0	0
Gm11567	0	0	0	0	0	0
Gm11564	1	0	0	0	0	0
Gm11565	0	0	0	0	0	0
Gm11568	0	0	0	0	0	0
Gm11569	0	0	0	0	0	0
En1	2769	2251	2110	1380	1681	1497
En2	0	0	0	0	0	0
Fxyd6	0	0	0	0	0	4
Rgs17	7785	6296	4082	3010	4049	2931
Rgs14	6	25	31	70	23	97
Fxyd5	870	1170	736	1324	1027	1690
Fxyd2	0	0	0	0	0	0
Rgs13	0	0	0	6	0	0
Rgs10	2921	2723	3595	3763	3505	2952
Rgs11	50	12	41	36	107	63
4833422M21Rik	0	0	0	0	0	0
Rgs18	0	0	0	0	0	0
Rgs19	4104	3924	3457	4105	3751	4374
Hn1l	11549	9545	8409	5702	7557	8673
Phpt1	2506	2263	2555	2805	3260	2433
Ifi202b	0	0	0	0	0	0
Gm19757	0	0	0	0	0	0
Mir6769b	1	2	3	2	1	0
Wwtr1	10489	10045	12037	11992	8971	8977
Mir466f-4	0	0	0	0	0	0
Dgcr14	1763	1785	1450	1385	1358	1367
Mir466f-2	0	0	0	0	0	0
Mir466f-3	1	0	0	0	0	0
Sema4a	25	43	40	56	30	51
Sema4b	1650	1768	1709	2364	1081	1646
Sema4c	2490	2090	2330	2266	1658	1439
Cops7b	2040	2003	1721	1750	1628	1770
Sema4f	12	6	12	22	4	15
9630028B13Rik	12	14	13	15	10	22
Pgpep1l	3	3	6	0	2	5
Il21r	0	2	0	5	0	0
4933431G14Rik	55	80	56	60	70	90
1700072O05Rik	0	0	0	0	0	0
Add2	0	0	2	2	0	0
Add1	22716	20881	19460	15963	17467	15773
Mllt10	4353	4286	3285	3201	2806	3074
Mllt11	1228	1091	926	1057	916	917
Gm5168	0	0	0	0	0	0
Gm5169	0	0	0	0	0	0
Gm5166	0	0	0	0	0	0
Slc35g2	26	13	26	50	38	25
Slc35g3	33	25	23	8	11	21
Slc35g1	44	101	63	136	106	236
Fam117a	1857	1736	1848	1303	1528	1327
Fam117b	5268	5591	5847	6105	4375	4132
Cd79b	0	0	0	0	1	0
Cd79a	5	13	10	2	3	5
4933425B07Rik	0	0	2	5	3	4
Nhp2l1	217	234	196	200	264	279
Vac14	2672	2610	2024	2085	1868	2042
Pafah1b3	1171	951	951	621	1325	821
Bambi-ps1	7	28	12	26	17	33
Zw10	3694	3535	2841	2552	2198	2865
Mir466f-1	0	0	0	0	0	0
Vmn1r10	0	0	0	0	0	0
Ticrr	2607	2725	1138	547	958	1637
Gm20747	0	0	0	0	0	0
Gm20744	7	0	4	8	19	8
Gm20745	0	0	0	0	0	0
Gm20743	3	1	4	1	6	9
Gm20740	0	0	2	1	0	0
Gm20741	0	0	0	0	0	0
Tceb3	8219	8044	7474	6634	6198	6983
Aldh1l2	10240	10453	18268	51381	3978	6456
Aldh1l1	64	186	107	95	48	37
Inpp4b	108	111	390	360	506	377
Inpp4a	5221	5794	5371	5368	3738	5197
2310068J16Rik	40	35	27	37	32	28
Matr3	27440	26562	25723	23959	23906	24036
Cops7a	10423	10522	9529	11394	11070	13133
3100003L05Rik	0	0	0	0	0	0
Sox8	9	25	3	10	4	7
Sox9	3345	3002	3096	2450	1885	1563
Sox2	0	0	0	0	0	0
Sox3	0	0	0	0	0	0
Sox1	0	0	0	0	0	0
Sox6	6130	9101	5939	6160	4719	6586
Sox7	1	1	2	4	0	0
Sox4	4096	3896	5457	6786	3513	3311
Sox5	1199	1644	923	724	677	461
Bcl11a	0	0	0	0	0	0
Bcl11b	98	92	49	121	81	111
Mir6968	3	4	0	2	1	2
A930006I01Rik	0	0	0	0	0	0
Mus81	1682	1609	1514	1179	1475	1278
Mir6969	0	0	0	0	0	0
Anks1b	10	20	6	19	0	0
Krtap4-13	0	0	0	0	0	0
Krtap4-16	2	0	2	0	2	0
Il21	0	0	0	0	0	0
Il20	0	0	0	0	0	0
Il22	0	0	0	0	0	0
Il25	0	0	0	0	0	0
Il24	0	0	0	0	0	0
Il27	0	1	0	6	2	0
Mir6963	6	6	2	3	1	1
Mir6961	0	0	0	0	0	0
Mir6966	2	4	2	1	7	3
Kntc1	6072	6063	2940	1550	3372	6570
4930438E09Rik	0	0	0	0	0	0
Mir6964	0	0	0	0	1	0
Mir6965	5	1	2	0	2	0
Ltb	2	1	2	0	12	4
Lta	3	6	10	2	0	0
2310039H08Rik	1760	1847	2130	2978	2658	2327
St14	0	2	2	0	0	0
St13	13532	12645	12754	11290	12743	12084
Bicd2	7913	6604	6973	6266	6964	7269
Bicd1	0	2	2	12	4	2
Ltf	0	0	0	0	0	0
Kif5a	60	54	52	71	46	68
Kif5b	16853	15458	13693	13173	11455	12802
Kif5c	3015	2471	1763	1329	1416	901
Wac	4860	4399	4072	3818	3208	3409
Was	0	2	2	4	0	2
Wap	0	0	2	0	0	0
Adad1	0	0	0	0	0	0
Hip1r	575	661	387	674	456	530
Hmox2	2542	2514	2392	2251	2827	2623
Defa-rs1	0	0	0	0	0	0
Defa-rs7	0	0	0	0	0	0
Eps8l1	133	131	139	99	160	96
Eps8l2	830	700	914	1286	1174	1475
Eps8l3	0	0	1	0	0	0
Tbxa2r	49	46	65	45	83	61
Orc6	3582	3399	2478	2257	3685	5144
Orc4	5701	5491	5096	5287	4482	4495
Map6d1	36	59	29	45	46	13
Orc2	4166	4361	3288	3440	3471	4494
Orc3	8818	8741	8415	7986	8632	8559
Atp5sl	241	273	233	304	252	216
Gm13032	0	0	1	0	0	0
Acta2	228014	155813	132478	50592	70854	53372
Acta1	2021	1392	1087	447	546	468
Ash2l	6045	5721	4974	4639	4293	4150
Gm1673	3	4	4	3	0	0
Ndufb9	5869	5861	5942	6165	6469	6236
Ndufb8	5957	6091	5065	4729	4645	4841
Ndufb7	2850	2850	2485	2545	3170	3468
Ndufb6	4386	4153	3709	3810	4242	4213
Ndufb5	4369	4386	4741	4869	5595	5374
Ndufb4	63	58	74	76	119	98
Ndufb3	1724	1608	1928	1769	2486	2070
Ndufb2	2734	2907	2889	2834	3272	2993
Dcun1d1	1138	1153	1189	1266	1088	1198
Dcun1d2	2735	2701	2622	2324	2465	2532
Dcun1d3	1904	1891	2044	2055	1327	1377
Mir17hg	301	335	227	339	308	383
Dcun1d5	4162	3977	4008	4390	4745	4695
Tmem102	1	0	0	0	0	0
Shpk	257	341	524	490	579	404
Mrps17	3441	3610	3167	3743	3697	3970
Mrps16	1347	1515	1362	1565	1722	1905
Mrps15	2664	2649	2578	3183	2826	3317
Nxt1	1349	1270	784	674	1088	1482
Mrps12	1316	1341	1318	1334	1500	1617
Mrps11	1680	1461	1344	1325	1438	1361
Mrps10	1263	1279	1026	1226	1105	981
Tmem104	2204	2214	2108	2180	1388	1659
AW046200	27	24	20	27	37	52
Plgrkt	3367	3124	3179	2982	4395	3809
Gm572	0	0	0	0	0	0
Wfikkn2	17	17	18	18	51	23
Gpr179	0	8	10	18	9	15
Gpr171	5	18	8	9	23	13
Gpr173	168	125	126	84	117	58
Gpr174	47	33	22	24	6	6
Gpr176	3963	4697	3487	3998	2856	2338
Prkcdbp	10391	8951	9568	8580	12248	9119
Eif5a2	1522	1592	1499	1399	1623	1615
Kcnab2	272	293	199	183	185	214
Slco6d1	0	0	0	0	0	0
1700039E22Rik	0	0	0	0	0	0
Aptx	2426	2786	2451	2783	2546	2425
Socs5	7419	6078	6166	3401	4320	3121
Socs4	1345	1402	1217	1026	952	927
Socs7	3977	3760	3544	3174	2432	2426
Socs6	1216	1174	959	924	704	655
Socs1	1047	935	791	576	656	699
Ptma	1956	1679	1329	1152	1399	1623
Dhrs9	59	102	122	418	168	207
Dhrs7	1775	2288	2333	4907	1917	2363
Dhrs4	1191	1043	980	955	1637	1553
Dhrs2	0	0	0	0	0	0
Dhrs3	245	296	285	785	386	602
Dhrs1	2313	2047	2105	1942	2858	2703
Mir804	0	0	0	0	0	0
Mir802	0	0	0	0	0	0
Neil3	1790	2086	860	491	727	1662
Neil2	0	4	0	0	0	0
Lat2	94	114	60	62	54	98
Gna14	3	11	0	0	2	2
Gna15	10	18	10	11	6	4
Gna12	5421	4548	4323	3253	3342	3125
Gna13	9019	8588	7502	8294	6067	6575
Gna11	12896	12856	12993	12815	11523	13993
Mir291b	0	0	0	0	0	0
Mir291a	0	0	0	0	0	0
Dhrsx	0	0	0	0	0	0
Gm10125	76	35	46	36	69	22
2810013P06Rik	868	996	1116	1125	1075	769
Nucb1	17940	16345	18691	15248	16259	14753
